100000
t, 33207, 20229
Z, 29756, 9624
l, 9399, 11407
k, 38115, 25927
p, 34212, 21104
1, 29656, 10764
O, 43865, 57000
R, 12692, 19802
0, 36962, 15853
7, 10355, 16302
f, 9968, 9716
7, 12423, 25096
t, 32710, 19031
c, 25627, 11387
k, 17860, 9665
h, 12094, 11231
p, 12918, 9221
a, 29520, 20992
R, 11664, 16952
n, 18457, 35047
R, 87820, 31052
j, 12035, 12039
s, 14191, 9510
p, 26281, 28220
f, 24835, 49804
f, 19774, 9578
1, 8955, 9057
8, 12087, 13236
6, 14246, 26857
z, 15955, 49371
g, 16721, 17109
t, 19176, 9400
p, 25739, 12495
A, 25034, 11746
m, 10069, 9529
6, 11212, 16784
P, 15623, 14690
A, 13029, 11700
Z, -1, 12349
j, 16125, 21350
c, 16950, 50112
M, 9074, 13865
6, 12309, 13938
l, 22866, 13709
a, 13547, 9572
L, 10283, 15131
s, 48261, 10389
l, 12294, 21308
p, 15976, 22943
z, 13130, 14099
p, 11101, 23121
h, 43814, 93312
7, 15233, 19575
1, 27379, 34780
1, 15234, 24818
M, 23063, 25290
j, 16050, 30042
o, 12624, 19966
O, 24209, 17195
o, 21735, 43842
i, 12863, 41579
l, 25216, 27597
p, 13482, 34663
p, 11656, 21685
R, 15677, 10127
o, 10617, 13533
0, 9698, 43808
o, 15923, 20203
R, 59252, 14795
b, 73994, 21573
7, 34173, 23193
h, 61935, 20610
m, 24157, 22457
z, 16592, 24075
a, 28099, 36503
c, 21981, 12175
C, 24316, 14395
A, 12273, 20500
a, 11970, 18437
z, 17742, 26678
P, 11049, 9771
L, 54242, 16686
8, 17361, 16475
r, 15268, 10849
l, 22860, 18410
1, 29675, 9534
Q, 24948, 10898
t, 18003, 29710
7, 27944, 11783
g, 20965, 54516
z, 14722, 12776
n, 68893, 14321
p, 39098, 12993
N, 17547, 19195
n, 63237, 25772
p, 10943, 12182
O, 11228, 37643
M, 22069, 10757
p, 11650, 19133
b, 48956, 11289
o, 12012, 14963
5, 45383, 58824
t, 11256, 9499
5, 34415, 19207
n, 30535, 45807
p, 11197, 48339
M, 14014, 9850
9, 16420, 14339
g, 63678, 17271
z, 41121, 39074
c, 32008, 11025
A, 25513, 25421
C, 10767, 13149
k, 10585, 12625
m, 13653, 16990
m, 28614, 9002
Q, 18227, 28979
g, 26669, 32253
7, 11444, 19008
A, 17389, 30053
t, 14060, 27852
g, 16815, 31424
z, 34030, 34390
s, 27991, 12418
b, 15970, 24166
n, 13831, -1
g, 27039, 29035
1, 9212, 13260
7, 11756, 30138
g, 24208, 34606
Q, 15100, 14328
p, 18518, 12188
p, 10688, 9375
l, 17981, 27109
o, 53084, 22689
p, 67240, 13272
h, 47230, 36559
N, 40225, 18597
p, 12333, 25980
r, 13648, 16831
p, 45731, 9377
K, 11773, 17648
9, 9126, 19154
O, 13371, 15835
N, 15076, 13099
R, 28059, 12167
8, 11176, 13389
p, 11182, 10048
5, 17478, 11285
8, 42870, 16454
p, 22323, 26214
p, 24179, 23862
N, 80768, 20263
p, 11980, 77696
j, 52065, 28910
b, 16323, 9483
i, 23787, 18856
f, 10786, 10348
s, 11785, 20764
b, 19055, 14600
f, 15897, 24496
1, 9039, 9252
i, 93126, 67425
s, 13374, 24259
a, 11219, 48474
9, -1, 62350
8, 31646, 10792
9, 13053, 65643
i, 86620, 19350
q, 30825, -1
m, 11539, 12623
p, 37935, 58481
Q, 14445, 16232
C, 10090, 14542
r, 10773, 25661
i, 25155, 18562
M, 24600, 21641
9, 14851, 69820
p, 9514, 46361
k, 9404, 31191
O, 19407, 28988
j, 10124, 16139
j, 36841, -1
O, 51236, 10663
i, 16257, 26687
5, 10241, 9845
K, 11995, 46011
f, 20150, 22751
A, 37425, 13602
k, 39424, 27063
r, 36164, 16282
7, 11113, 17645
o, 24870, 36065
p, 9673, 15820
0, 33452, 18409
r, 20813, 17070
0, 20433, 13943
0, 16637, 10748
6, 9643, 14272
5, 14721, 12953
6, 15354, 47691
R, 23369, 22236
f, 24373, 9373
q, 14194, 10043
B, 25371, -1
9, 11201, 40596
N, 13284, 15671
g, 12209, 32892
p, 36029, 41619
m, 12531, 10216
7, 27503, 16233
p, 20414, 22554
Z, 33561, 64257
g, 98999, 13776
N, 40269, 54558
f, 22872, 11854
1, 17589, 9466
r, 11077, 18522
5, 25440, 12303
A, 19160, 33245
9, 13931, 9144
0, 59141, 43349
k, 14199, 28678
8, 38253, 61365
K, 25239, 15283
q, 13660, 19438
0, 27203, 9570
p, 11013, 11695
g, 44005, -1
h, 65595, 28827
Q, 13090, 21779
9, 17957, 28713
P, 14255, 14164
6, 10093, 20124
P, 21055, -1
g, 14427, 22223
0, 12526, 27161
o, 23265, 14997
t, 25784, 12098
g, 21925, 9577
N, 89044, 12547
n, 18960, 11697
B, 26873, 14482
p, 42497, 18072
k, 14391, 33223
7, 28204, 11843
p, 10304, 14446
0, 22210, -1
1, 17415, 18661
8, 11349, 30003
f, 32106, 15545
7, 41075, 31666
6, 10514, 28580
l, 15127, 31484
g, 20090, 46562
a, 16963, 14598
Z, 9496, 40437
h, 24506, 18388
l, 25422, 9638
7, 30577, 12687
a, 18515, 46492
8, 17529, 57612
p, 17847, 29485
K, 10831, 32557
p, 15899, 61594
f, 27098, 10676
O, 16812, -1
N, 11537, 24930
A, 22317, 25989
L, -1, 24271
9, 15309, 22420
A, 30839, 13913
h, 33978, 15216
0, 31373, 31548
5, 24017, 12835
R, 14813, 10214
n, 37284, 33092
i, 9366, 13936
m, 12676, 29143
Z, 18287, 9704
Q, 15094, 25294
N, 20098, 15137
8, 24036, 41514
z, 9298, 9163
A, 9901, 10494
k, 23818, 24233
s, 15373, 13165
j, 9475, 15079
k, 53945, 11662
p, 31328, 18571
c, 30722, 18400
b, 9563, 18729
p, 17696, 22710
q, 10419, 15667
B, 10082, 14793
B, 9297, 9629
Q, 18412, 17959
A, 21789, 77000
b, 11344, 35429
N, 10618, 21541
O, 14929, 56486
6, 62349, 42315
c, 46353, 52061
R, 41256, 17296
O, 58348, 12661
s, 24187, 44534
c, 26935, 22686
N, 36984, 18142
0, 18084, 13492
n, 43596, 16619
6, 20936, 15105
g, 15282, 9728
B, 85373, 56773
k, 38404, 46207
s, 18300, 24737
p, 22786, 36569
P, 11928, 31491
6, 13582, 11562
Z, 12172, 20459
N, 34370, 33644
o, 9707, 19380
n, 16288, 11763
Q, 10892, 16999
1, 9621, 11192
1, 19502, 10738
Z, 27446, 9671
a, 15020, 14949
a, 11021, 11776
M, 10107, 17243
N, 25726, 11747
p, 14103, 17800
7, -1, 18355
O, 21348, 10781
M, 10470, 19428
L, 11408, 23814
b, 11360, 15092
6, 30156, 23558
c, -1, 10149
p, 13997, 33518
C, 14076, 19928
L, 13739, 10809
7, 11058, 10032
k, -1, 18327
m, 24509, 32127
5, 10899, 12025
h, 13912, 20816
t, 13187, 19282
a, 32964, 44578
j, 33565, 11432
Z, 13844, 29703
h, 13727, 10264
p, 32612, 9898
5, 67346, 78715
1, 17636, 15345
L, 14511, 25198
C, 28218, 22744
h, 11538, 14465
p, 43965, -1
c, 29763, 11931
5, 13707, 17951
O, 14356, 14170
l, 21700, 9407
M, 9326, 9610
K, 10261, 39421
K, 15816, 40399
B, 19061, 11470
1, 22906, 27432
k, 35943, 26059
K, 60155, 30225
B, 31202, -1
8, 31517, 31653
P, 20156, 16786
P, 10877, 17767
8, 23018, 79517
7, -1, 14691
h, 31726, 17177
O, 18348, 18254
p, 11790, 13321
6, 10031, 17430
L, 10668, 10303
h, 16296, -1
f, 25621, 16617
M, 19658, 22453
1, 16742, 22122
K, 47734, 12662
b, 26291, -1
p, 43825, 16374
f, 23397, 12924
k, 32599, 11840
n, 14729, 20928
r, 15800, 18865
o, 33734, 30083
q, 20561, 52031
h, 11598, 10480
p, 19873, 11166
p, 45043, 23982
f, 9823, 11969
p, 18699, 25940
t, 19590, 36416
Q, 16818, 9351
c, 11258, 33777
5, 27412, 21753
z, 9892, 9430
5, 31590, 11397
1, 36571, 12274
t, 50027, 34121
l, 9869, 13295
P, 72233, 14379
k, 10765, 10749
c, 44807, 69479
A, 50235, 40992
B, 74784, 70766
O, 10408, 19454
9, 22775, 16785
b, 14006, 41896
i, 20960, 13509
l, 13245, 14438
r, 11786, 46406
n, 12786, 10182
b, 9539, 21939
7, 37661, 13498
Z, 21972, 9505
r, 11902, 9700
q, 30726, 51573
q, 12476, 87412
0, 13796, 12785
8, 13221, 14215
o, 34485, 19337
Q, 52523, 14214
A, 10771, 11048
p, 11033, 14072
7, 25023, 38334
L, 44533, 50170
O, 19660, 13232
f, 10489, 21574
9, 10368, 16747
p, 22296, 29693
t, 11599, 32966
0, 16968, 13167
C, 10957, 14649
k, 79508, 97863
N, 24319, 11780
L, 15126, 26796
r, 27724, 35174
Z, 17001, 30055
n, 16601, 10187
g, 21164, 27934
j, 53908, -1
6, 41213, 15429
C, 48420, 17394
p, 72782, 79904
n, 12393, 30880
P, 15236, 15447
5, 36824, 16732
L, 9718, 12174
N, 10758, 12590
f, 14237, 13478
l, 40853, 18239
b, 11643, 31404
0, 34676, 22100
M, 26562, 25776
t, 11288, 26804
p, 17491, 30787
q, 14667, 46471
b, 10948, 26213
9, 29963, 68238
1, 21396, 14153
l, 14557, 12587
K, 53144, 45769
O, 27006, 16110
P, 54961, 17488
5, 11207, 11497
t, 9648, 21681
m, 17057, 12721
z, 26153, 27429
q, 29501, 14739
6, 15936, 18458
Q, 9816, 11325
8, 12876, 15316
A, 17354, 15626
A, 31873, 15915
B, 22315, 20520
q, 9735, 9766
c, 9866, 15503
p, 19835, 9589
m, 25126, 23434
1, 18553, 24110
f, -1, 36197
p, 12021, 17105
l, 10707, 12429
M, 34257, 22523
6, 16980, 31497
i, 12434, 15759
L, 14858, 12129
N, 21184, 18659
i, 27450, 28357
l, 9598, 14503
z, 16473, 12480
p, 12986, 55417
M, 19300, 12821
7, 18511, 46521
p, 20423, 13859
5, 25190, 33090
t, 15054, 14611
a, 33753, 25603
6, 20291, 23203
p, 11480, 15982
5, 9536, 9618
O, 13379, 9633
C, 10694, 52516
K, 61141, 44871
a, 55177, 37024
O, 32743, 55243
K, 12424, 9834
L, 25607, 36422
9, 19557, 52366
Q, 32746, 46969
f, 18561, 11604
z, 10818, 24714
g, 11295, 10207
b, 13869, 18951
Z, 37911, 41657
r, 30652, 10472
s, 25895, 25412
p, 11130, 18309
A, 10471, 26829
7, 17818, 25545
B, 10476, 19017
N, 13499, 15952
8, 11277, 42061
p, 12759, 35612
1, 11672, 46708
i, 12151, 21755
o, 12808, 9857
A, 30091, 34831
K, 9470, 10393
f, 41149, 16462
p, 19419, 15209
Q, 25697, 27742
s, 13895, 10630
0, 84616, 49481
B, 51106, 42259
z, 10369, 13153
0, 30876, 38373
C, 27818, 55827
Z, 20396, 10559
f, 50087, 39929
a, 16770, 30499
b, 12136, 15095
L, 14046, 17045
C, 52210, -1
i, 26277, 10397
o, 80209, 44158
a, 42216, 32811
0, 58480, 36659
t, 17708, 13258
Z, 22497, 32857
C, 26125, 18090
c, 13254, 15879
7, 30650, 35377
B, 32931, 90989
g, 10281, 23061
L, 10049, 16649
h, 20518, 10075
O, 18024, 23421
0, 17294, 48581
p, 24074, 12276
a, 56770, 10789
z, 19651, 10714
p, 33643, 13577
p, 15504, 33124
Q, 11224, 15964
5, 23643, 35471
c, 11946, 13148
K, 26536, 14157
c, 34981, 49173
i, 12553, 14837
i, 27151, 18023
l, 65487, 80162
m, 23149, 69464
Q, 20133, 10821
z, 17406, 76217
p, 18807, 14117
k, 25200, 29623
b, 22435, 39636
N, 21767, 25084
9, 65240, 45202
O, 24176, 12799
t, 31820, 20045
q, 13803, 11050
s, 15782, 17960
p, 18056, 31754
n, 14016, 44466
h, 21750, 27159
l, 29907, 51182
P, -1, 13301
N, 16646, 18262
Q, 35598, 15683
O, 71746, 85877
L, 12040, 19994
6, 10024, 13309
p, 12430, 19790
z, 53346, 21282
c, 14786, 19281
r, 27435, 14273
m, 16768, 11022
M, 15795, 13380
j, 21724, 38899
b, 16301, 10273
i, 13261, 16599
i, 91025, 17902
j, 19119, 32530
s, 10314, 13860
p, 12204, 10461
O, 13629, 54041
j, -1, 28306
m, 22192, 11024
K, -1, -1
h, 24303, 18333
7, 18455, 14040
p, 10642, 15852
R, 28098, 10217
0, 25659, 26931
z, 51098, 74748
t, 31539, 15946
8, 22004, 20016
C, 22839, 46042
n, 32546, 36059
M, 19100, 9719
0, 14839, 24969
c, 41970, 42004
k, 26058, 19470
8, 92289, 33765
t, 17639, 13827
i, 44854, 24556
9, 13363, 12630
m, 26745, 17770
K, 31349, 16988
g, 57825, 45846
a, 10737, 20560
P, 16582, 12006
s, 78729, 12746
j, 22206, 10900
B, 40778, 11098
N, 15903, 12357
C, 20904, 16375
z, 16774, 22843
C, 23875, 18187
C, 9932, 21914
p, 10103, 10712
t, 33280, 14385
7, 68195, 13052
K, 14253, 20771
z, 32533, 17811
q, 26968, 16263
R, 43043, 10383
p, 12629, 12205
C, 32453, 11549
a, 11314, 54506
n, 13219, 37044
P, 15064, 26286
6, 59288, 33579
p, 16488, 10743
1, 18184, 12341
Z, 20424, 19871
p, 63793, 47074
r, 13560, 10492
A, 11073, 19549
8, 12880, 38785
n, 15972, 19880
1, 40682, 74586
K, 18185, 10982
p, 11818, 14766
z, 12965, 16531
P, 19425, 16869
c, 15276, 30567
L, 55647, 29234
R, 21358, 12115
c, 16553, 11535
8, 58931, 86054
P, 24658, 17191
t, 17852, 33830
r, 50016, 13048
t, 16043, 32819
5, 31366, 13400
g, 34709, 16327
5, 12378, 40136
z, 34987, 57660
m, 49783, 21820
r, 26280, 21980
t, 10396, 11278
O, 13424, 11036
C, 31439, 27119
P, 16762, 13367
B, 17337, 20437
t, 23368, 46381
6, 10944, 18384
N, 17794, 12354
K, 20251, 33527
j, 28389, 64556
8, 12010, 31551
8, 20480, 18078
k, 28916, 65414
z, 17885, 21587
n, 85176, 15830
n, 23757, 37154
A, 18448, 38384
i, 48056, 21684
6, 14316, 26812
P, 56062, 46974
N, 34034, 24252
i, 69981, 94723
f, 41402, 10984
Z, 26625, 10088
s, 14864, 12118
h, 9951, 12804
f, 10460, 10972
z, 24545, 22023
q, 18364, 14437
p, 24801, 11131
o, 36815, 14093
9, 11742, -1
p, 27999, 39798
9, 14393, 48751
t, 37487, 20552
Z, 46508, 42289
7, 13790, 23033
6, 26379, 22193
6, 30054, 14531
t, 50890, 21558
g, 11708, 46782
0, 20971, 22547
5, 29964, 14985
i, 22282, 19062
c, 18991, 42256
m, 30618, 15716
p, 39970, 32483
B, 38838, 10117
p, 9662, 13399
Q, 13359, -1
k, 9825, 12287
9, 9748, 12529
M, 30390, 32527
h, 33170, 14330
h, 31545, 14983
s, 19760, 11237
s, 12425, 42774
m, 12595, 17374
1, 65413, 14699
N, 13669, 16107
N, 18011, 21749
o, 26692, 11994
p, 16394, 19075
j, 13109, 19942
p, 17638, 10896
q, 17047, 44211
p, 22725, 13088
b, 28349, 12124
p, 35095, 64930
g, 20812, 19397
P, 12884, 38903
b, 13049, 23519
K, 10148, 22879
o, 19323, 15403
o, 11474, 15848
P, 17321, 51744
p, 12023, 15845
p, 15838, 12227
m, 28001, 10682
r, 30995, 48170
N, 22088, 14944
j, 36100, 19497
9, 17933, 10108
0, 57163, 20574
n, 31813, 15594
k, 10235, 16163
N, 19936, 16773
a, 11587, 13089
N, 13454, 74741
R, 20711, 16920
P, 11834, 15588
A, 33747, 20170
P, 23900, 13211
O, -1, 65468
h, 25336, 34141
r, 9802, 10598
M, 12057, 23701
a, 14825, 13072
5, 10751, 9930
q, 17660, 36147
b, 20235, 19349
g, 32259, 10439
P, 24766, 25187
l, 21441, 27717
a, 11112, 10581
P, 39038, 21509
N, 10527, 12928
R, 43522, 13313
s, 60001, 42665
A, 11218, 22662
A, 84799, 21726
7, 13574, 39858
z, 10558, 14558
Z, 44661, 10301
6, 17518, 14590
0, 19457, 14593
m, 27863, 19876
R, 16587, 21698
P, 49784, 19711
N, 45759, 22169
9, 11519, 49215
b, 40602, 34184
p, 28367, 29046
p, 29078, 99831
P, 17048, 22563
K, 29563, 16072
p, 9745, 16041
6, 33120, 13128
9, 18628, 12891
j, 27679, 52393
C, -1, 62510
6, 17457, 33762
K, 31241, 38987
s, 43681, 12194
L, 48181, 77123
L, 23399, 61113
t, 40238, 14784
Q, -1, 28507
s, 27003, 34134
L, 16117, 24561
O, 12826, 18668
c, 81497, 27793
j, 30171, 49978
Z, 17340, 13850
q, 41885, 19309
7, 14078, 12672
B, 10518, 25431
a, 20841, 55431
a, 13319, 11647
i, 81839, 43140
a, 27449, 42120
g, 13388, 10306
i, -1, 29222
r, 10836, 58664
p, 12544, 15729
R, 17234, 33263
A, 13804, 12369
r, -1, 10493
p, 56531, 17846
0, 50477, 89796
K, 19830, 31259
a, 18543, 32151
h, 30161, 18968
9, 10462, 10701
L, 27138, 58895
t, 13813, 14092
B, 77646, 39233
M, 12748, 85518
Z, 18902, 58886
q, -1, 20802
i, 9973, 33990
A, 15463, 12762
K, 17145, 17640
P, 38907, 26754
Q, 13175, 30009
p, 19940, 27614
Z, 27497, 16857
j, 26252, 11938
R, 9941, 30078
5, 15125, 14581
k, 37495, 13768
1, 34894, 10918
q, 10097, 10956
Z, 14059, 19144
t, 25272, 14181
t, 24376, 21903
p, 10350, 18723
s, 40771, 40768
5, 17525, 20832
B, 29204, 45360
C, 17876, 70074
i, 22188, 14509
p, 16470, 25129
i, 44093, 64696
O, 39659, 12508
a, 14723, 16663
p, 10428, 46616
k, 11971, 9938
k, 23480, 86076
j, 23138, 19540
z, 27487, 14508
g, 33052, 21799
O, 11794, 15339
c, 13994, 23144
M, 22761, 54263
A, 14870, 17784
R, 18950, 47521
L, 23365, 17858
O, 21844, 13303
o, 17277, 10752
l, 14562, 10435
f, 14137, 17188
p, 11356, 20014
q, 65694, 43384
1, 33861, 47615
g, 19560, 77547
B, 17039, 26742
p, 44413, 26984
p, -1, -1
h, 54703, 41708
p, 10582, 13836
l, 30371, 18485
s, 10464, 11723
a, 55765, 24449
q, 12092, 10695
t, 25516, 10009
Q, 83587, 12299
9, 42753, 31043
g, 12069, 62130
0, 41303, 11890
a, 41508, 19814
b, 53480, 10893
R, 23276, 17524
p, 59002, 31226
q, 18452, 33666
m, 56637, 65789
r, 16014, 22455
m, 21496, 13545
m, 51974, 59987
L, 14363, 38589
t, 16109, 18270
m, 22294, 11313
j, 36854, 30145
z, 26823, 10535
1, 10161, 89624
A, 17968, 19692
C, 11386, 13185
p, -1, 11010
M, 19603, 30655
q, 18850, 19513
k, 27253, 43889
B, 35100, 25130
k, 29706, 31687
P, 13591, 47189
9, 12293, 13171
c, 10119, 9858
k, 11040, 24570
z, 11545, 14552
s, 36620, 12712
t, 51676, 17381
r, 27268, 12741
8, 10335, 12162
p, 14501, 11886
s, 56438, 25532
A, 11585, 16412
k, 11506, 25564
m, 45395, 20318
p, -1, -1
j, 12237, 13255
p, 25560, 36282
t, 20192, 32238
z, 23042, 18727
f, 44091, 24021
j, 13024, 21469
n, 25789, 36419
j, 12231, 12060
t, 38041, -1
k, 36410, 22015
0, 10819, 13829
8, 48273, 20546
b, 12264, 74547
8, 9863, 10950
N, 10901, 30832
L, 25682, 37312
O, 13456, 90967
P, 35317, 19005
z, 59452, 10173
c, 64246, 46963
O, 12853, 29772
M, 20954, 17348
p, 11872, 10673
B, 29412, 13529
Z, 10879, 13235
t, 18669, 14435
q, 10128, 19812
f, 19827, 35354
p, 12954, 47544
p, 22715, 76903
h, 13179, 13094
m, 24773, 28198
1, 35205, 90035
k, 18798, 63565
g, 19739, 19245
t, 16071, 29422
s, 30488, 17107
C, 17741, 14100
i, 16650, 17698
0, 39263, 16409
n, 21771, 29803
f, 36977, 47406
9, 11752, 22444
C, 26329, 14441
j, 10401, 32125
C, 29238, 10087
o, 34312, 38984
n, 54078, 19614
h, 15866, 40560
1, 22152, 30643
R, 19339, 12559
Z, 16629, 53564
o, 19529, 18666
7, 32061, 43931
B, 21051, 11705
O, 37246, 18030
B, 19223, 54590
n, 43792, 50132
f, 25868, 17153
N, 10477, 14775
P, 24337, 30413
s, 13353, 53690
q, 31591, 14162
9, 31220, 9991
p, 35831, 44666
P, 34428, 26919
6, 27708, 19035
8, 12265, 40817
1, 10313, 32114
0, 10719, 19077
7, 18151, 33724
s, 28513, 12347
z, 49026, 14444
p, 54159, 25591
L, 10387, 16936
o, 25444, 26795
t, 18782, 10104
Q, 84845, 50290
5, 55173, 77962
h, 11309, 11769
r, 14591, 23102
p, 10779, 31671
c, 9958, 19662
p, 12180, 40088
l, 39131, 73475
C, 25589, 16247
f, 13286, 17327
C, 19778, 28501
L, 52000, 56134
k, 24659, 12831
p, 11382, 34224
O, 49911, 25226
a, 20208, 9966
8, 15774, 45462
K, 20555, 21796
c, 33803, 12552
p, 22180, 10974
k, 20461, 12253
q, 19781, 10133
P, 20757, 36988
j, 21411, 45581
K, 34930, 10922
M, 17850, 29216
r, 15479, 45466
6, 21656, 21699
k, 10820, 14759
M, 54931, 25583
f, 17766, 11244
P, 78787, -1
z, 23069, 42006
h, 16080, 49247
p, 11498, 21808
0, 31559, 16127
L, 13718, 13685
1, 15201, 41524
n, 10640, 11748
K, 25573, 37963
C, 33813, 24470
K, 16987, 12196
K, 10171, 29322
s, 65128, 22299
N, 20534, 15472
p, 49004, 18947
R, 24236, 46324
C, 29983, 50442
g, 19253, 32739
O, 11939, 21209
8, 81251, 15769
0, 14452, 18975
z, 10609, 14569
M, 10686, 14674
0, 25249, 11686
K, 11694, 67896
m, 23159, 13333
h, 12674, 20000
N, 54023, 30282
p, 17910, 22036
m, 19266, 12765
p, 12896, 22414
N, 43409, 47808
i, 16814, 49223
h, 35875, 10533
i, 14175, 21921
C, 53354, 16577
s, 19343, -1
n, 66830, 28778
i, 26604, 20868
Z, 67372, 33659
6, 47282, 15968
L, 21583, 10669
j, 17870, 12367
6, 19053, 58818
b, 15303, 13237
8, 48782, 10882
L, 13721, 19290
p, 46955, 70928
A, 25818, 23745
8, 41385, 21316
r, 23195, 15703
b, 36239, 37136
m, 49998, 37827
1, 16353, 23882
t, 12301, 24751
p, 49130, 47393
L, 39016, 21369
7, 33095, 26033
b, 14716, 17221
g, -1, 31062
9, 10932, 10206
h, 13760, 38430
c, 12987, 19025
p, 17123, 16011
K, 13822, 68109
o, 11859, 17970
A, 10828, 42948
b, 11109, 18649
M, 15119, 10571
O, 11876, 15046
L, 10587, 27403
1, 63719, 15888
1, 13448, 12427
1, 74495, 28225
5, 53571, 82039
p, 64587, 58281
p, 13396, 20503
p, 11787, 20767
L, 14488, 10853
M, 13811, 12999
M, 23747, 73086
C, 36554, 32734
c, 12469, 19210
9, 13646, 12930
p, 67972, 58979
N, 12983, 13592
m, 15541, 28820
6, 19143, 28005
q, 19618, 15488
B, 29678, 10934
k, 58322, 54439
R, 21199, 16198
h, 18519, 28495
j, 65647, 59344
B, 16267, 37856
o, 24410, 37730
j, 57609, 10843
A, 11749, 29559
5, 45081, 18029
p, 55096, 25929
7, 12527, 23807
a, 28249, 11081
O, 13672, 17598
Q, 11108, 10284
p, 50064, 21399
c, 23395, 60837
P, 47638, 13611
q, 96362, 15389
a, 21239, 10055
r, 33700, 17272
M, 42280, 13298
O, 11791, 14799
k, 46653, 32148
p, 11777, 17479
7, 39925, 50866
a, 25330, 20490
i, 19208, 19446
c, 31009, 28584
M, 16062, 20791
p, 53330, 64070
c, 55085, -1
k, 52357, 12146
A, 26101, 63652
6, 21686, 21982
g, 24115, 12242
8, 24852, 21366
8, 19528, 27828
h, 15661, 19552
b, 10496, 12632
P, 51042, 39886
A, 42979, 14521
8, 12742, 10552
n, 18076, 34258
p, 12796, 22402
l, 31714, 53998
p, 78850, 77326
q, 13017, 52088
b, 18925, 21070
m, 10872, 24712
5, 51909, 18924
p, 14617, 12156
N, 19510, 34593
N, 33987, 20793
8, 27959, 11220
p, 17332, 17055
1, 42816, -1
c, 21157, 14031
p, 18075, 28096
0, 13628, 10823
j, 23048, 60881
K, 23689, 12784
R, 47024, 49289
n, 18204, 13960
p, -1, 15900
N, 18545, 23298
9, 23918, 10606
0, 56795, 19568
8, 12857, 12602
1, 54505, 26112
M, 29378, 19630
p, 21708, 17248
g, 26090, 15781
h, 13664, 15789
p, 13519, 17314
j, 12433, 18969
f, 26234, 16001
B, 35704, 64513
0, 15123, 36015
0, 14639, 26093
q, 13355, 22264
6, 26616, 14947
Q, 35855, 19749
t, 31901, 12814
M, 15710, 15517
R, 11736, 27518
z, 11082, 22405
i, 29352, 10165
9, 44838, 24726
f, 23454, -1
s, 12055, 13328
6, 23479, 37776
i, 15523, 10931
z, 23948, 12905
6, 12823, 15149
s, 39961, 87902
8, 17961, 14637
p, 16951, 13266
Z, 10920, 18679
b, 56006, 55719
a, 54116, 26879
t, 11164, 11328
9, 13618, 33429
s, 73641, 39141
B, 19514, 13670
A, 57848, 14592
Z, 14498, 12420
M, 31844, 21099
t, -1, 52249
K, 72303, 19250
z, 30753, -1
0, 70893, 57679
P, 10565, 29434
R, 33093, 39775
q, 30706, -1
k, 28878, 18833
c, 27279, 13630
Z, 17851, 72832
f, 18190, 25102
c, 13552, 20256
M, 70905, 31923
q, 15998, 71084
s, 37606, 14751
L, 13078, 18319
K, 14991, 20747
z, 22423, 18194
A, 10296, 21739
0, 11920, 11445
5, 24363, 10925
j, 24130, 24727
B, 57439, 18080
K, 25775, 29550
f, 32050, 14927
K, 36362, 79667
p, 31864, 12892
n, 30684, 13231
L, 64947, -1
b, 26289, 21362
f, 46080, 16369
Z, 41959, 33441
5, 17557, 28913
B, 13957, 10570
B, 10538, 22059
t, 30464, 26587
7, 10550, 12235
R, 38794, 28748
C, 11029, 26956
A, 13748, 41019
O, 15505, 38583
a, 33470, 11639
g, 13715, 16728
l, 64837, 26737
j, 26502, 23786
p, 38488, 36389
h, 12157, 37898
z, 15682, 10188
p, 17991, 23542
g, 13285, 24062
q, 12216, 13558
A, 11941, 11680
P, 50233, 23299
8, 10276, 13144
f, 30151, 21474
C, 21355, 12475
M, 15082, 10329
l, 21575, 10593
h, 12239, 16734
A, 10905, 13682
q, 46141, 64297
C, 14119, 28938
c, 40277, 29097
f, 13216, 22321
j, 20737, 33440
K, 35229, 16250
O, 12622, 23904
b, 10278, 15544
N, 32258, 21479
Q, 20964, 19752
7, 27158, 24288
p, 13975, 24944
z, 23633, 32539
P, 15055, 33266
n, 20628, 27972
p, 10486, 28318
i, 16060, 34358
t, 10484, 15963
p, 12515, 27139
Q, 17141, 25666
f, 13590, 25281
i, 12374, 43370
a, 21936, 29654
9, 17703, 12256
Q, 41138, 24515
C, 35002, 18032
h, 12214, 11605
L, 11420, 19285
p, 35822, 40745
r, 42360, 19865
z, 15448, 10691
A, 10777, 62688
p, 35072, 21473
1, 11286, 14456
j, 13018, 12766
n, 16874, 91913
p, 10260, 26559
7, 10817, 19128
z, 12366, 16300
8, 11315, 14471
p, 16424, 13781
N, 20409, 12548
1, 12305, 15041
l, 32664, 93615
l, 12556, 10842
A, 11100, 17955
o, 29538, 31012
l, 59104, 37127
a, 32066, 55521
Q, 25967, 39969
b, 10361, 24649
1, 94219, 76764
t, 35089, 33605
j, 35940, 13741
g, 16598, 10616
1, 49322, 10711
0, 22049, 15212
z, 71759, 14461
B, 88517, 14225
M, 61669, 68473
Q, 24282, 30690
K, 19032, 30925
m, 33463, 62776
c, 19103, 11017
B, 17051, 43093
9, 20343, 13259
h, 18179, 13241
r, 13812, 30090
p, 60680, 17830
p, 19850, 23428
a, 11499, 11520
p, 11094, 45557
z, 45207, 36280
l, 28601, 17351
n, 13308, 12037
q, 21901, 11658
